s_no,asi_circle,monument,period,year_index,domestic_visitors,foreign_visitors,total_visitors,flag_source_anomaly,flag_likely_extraction_error,flag_incomplete_pair,exclude_from_training,covid_year,recovery_year,post_covid
96,Mumbai,"Janjira Fort, Murd",2020-21,1,149221.0,7.0,149228.0,False,False,False,False,1,0,0
96,Mumbai,"Janjira Fort, Murd",2021-22,2,187947.0,68.0,188015.0,False,False,False,False,0,1,0
96,Mumbai,"Janjira Fort, Murd",2022-23,3,276453.0,199.0,276652.0,False,False,False,False,0,0,1
96,Mumbai,"Janjira Fort, Murd",2023-24,4,291382.0,207.0,291589.0,False,False,False,False,0,0,1
96,Mumbai,"Janjira Fort, Murd",2024-25,5,246804.0,695.0,247499.0,False,False,False,False,0,0,1
110,Delhi,Jantar Mantar,2019-20,0,203197.0,6516.0,209713.0,False,False,False,False,0,0,0
110,Delhi,Jantar Mantar,2020-21,1,76108.0,230.0,76338.0,False,False,False,False,1,0,0
110,Delhi,Jantar Mantar,2021-22,2,125545.0,521.0,126066.0,False,False,False,False,0,1,0
110,Delhi,Jantar Mantar,2022-23,3,268778.0,4673.0,273451.0,False,False,False,False,0,0,1
110,Delhi,Jantar Mantar,2023-24,4,236412.0,3916.0,240328.0,False,False,False,False,0,0,1
110,Delhi,Jantar Mantar,2024-25,5,249987.0,4697.0,254684.0,False,False,False,False,0,0,1
14,Jhansi,Kalinjar Fort,2019-20,0,81507.0,137.0,81644.0,False,False,False,False,0,0,0
14,Jhansi,Kalinjar Fort,2020-21,1,80291.0,27.0,80318.0,False,False,False,False,1,0,0
14,Jhansi,Kalinjar Fort,2021-22,2,88603.0,7.0,88610.0,False,False,False,False,0,1,0
14,Jhansi,Kalinjar Fort,2022-23,3,95957.0,162.0,96119.0,False,False,False,False,0,0,1
14,Jhansi,Kalinjar Fort,2023-24,4,116701.0,192.0,116893.0,False,False,False,False,0,0,1
14,Jhansi,Kalinjar Fort,2024-25,5,128447.0,387.0,128834.0,False,False,False,False,0,0,1
115,Guwahati,Kareghar of Ahom Kings,2019-20,0,119912.0,577.0,120489.0,False,False,False,False,0,0,0
115,Guwahati,Kareghar of Ahom Kings,2020-21,1,54595.0,93.0,54688.0,False,False,False,False,1,0,0
115,Guwahati,Kareghar of Ahom Kings,2021-22,2,46408.0,22.0,46430.0,False,False,False,False,0,1,0
115,Guwahati,Kareghar of Ahom Kings,2022-23,3,242553.0,554.0,243107.0,False,False,False,False,0,0,1
115,Guwahati,Kareghar of Ahom Kings,2023-24,4,217013.0,788.0,217801.0,False,False,False,False,0,0,1
115,Guwahati,Kareghar of Ahom Kings,2024-25,5,197111.0,804.0,197915.0,False,False,False,False,0,0,1
61,Bangalore,Keshava Temple,2019-20,0,178425.0,8653.0,187078.0,False,False,False,False,0,0,0
61,Bangalore,Keshava Temple,2020-21,1,64222.0,196.0,64418.0,False,False,False,False,1,0,0
61,Bangalore,Keshava Temple,2021-22,2,75793.0,662.0,76455.0,False,False,False,False,0,1,0
61,Bangalore,Keshava Temple,2022-23,3,143360.0,5681.0,149041.0,False,False,False,False,0,0,1
61,Bangalore,Keshava Temple,2023-24,4,169182.0,8510.0,177692.0,False,False,False,False,0,0,1
61,Bangalore,Keshava Temple,2024-25,5,199083.0,10744.0,209827.0,False,False,False,False,0,0,1
103,Delhi,Khan-I-Khana,2019-20,0,1782.0,45.0,1827.0,False,False,False,False,0,0,0
103,Delhi,Khan-I-Khana,2020-21,1,3002.0,10.0,3012.0,False,False,False,False,1,0,0
103,Delhi,Khan-I-Khana,2021-22,2,3448.0,30.0,3478.0,False,False,False,False,0,1,0
103,Delhi,Khan-I-Khana,2022-23,3,4556.0,40.0,4596.0,False,False,False,False,0,0,1
103,Delhi,Khan-I-Khana,2023-24,4,4782.0,27.0,4809.0,False,False,False,False,0,0,1
103,Delhi,Khan-I-Khana,2024-25,5,4511.0,45.0,4556.0,False,False,False,False,0,0,1
94,Mumbai,"Kolaba Fort, Alibag",2019-20,0,112405.0,112.0,112517.0,False,False,False,False,0,0,0
94,Mumbai,"Kolaba Fort, Alibag",2020-21,1,50421.0,12.0,50433.0,False,False,False,False,1,0,0
94,Mumbai,"Kolaba Fort, Alibag",2021-22,2,33073.0,19.0,33092.0,False,False,False,False,0,1,0
94,Mumbai,"Kolaba Fort, Alibag",2022-23,3,43176.0,128.0,43304.0,False,False,False,False,0,0,1
94,Mumbai,"Kolaba Fort, Alibag",2023-24,4,85088.0,156.0,85244.0,False,False,False,False,0,0,1
94,Mumbai,"Kolaba Fort, Alibag",2024-25,5,94800.0,103.0,94903.0,False,False,False,False,0,0,1
97,Mumbai,Kondiote Caves,2019-20,0,41490.0,591.0,42081.0,False,False,False,False,0,0,0
97,Mumbai,Kondiote Caves,2020-21,1,167.0,0.0,167.0,False,False,False,False,1,0,0
97,Mumbai,Kondiote Caves,2021-22,2,9373.0,76.0,9449.0,False,False,False,False,0,1,0
97,Mumbai,Kondiote Caves,2022-23,3,43419.0,310.0,43729.0,False,False,False,False,0,0,1
97,Mumbai,Kondiote Caves,2023-24,4,23859.0,659.0,24518.0,False,False,False,False,0,0,1
97,Mumbai,Kondiote Caves,2024-25,5,25165.0,595.0,25760.0,False,False,False,False,0,0,1
112,Delhi,Kotla Firoz Shah,2019-20,0,89397.0,810.0,90207.0,False,False,False,False,0,0,0
112,Delhi,Kotla Firoz Shah,2020-21,1,27763.0,106.0,27869.0,False,False,False,False,1,0,0
112,Delhi,Kotla Firoz Shah,2021-22,2,54145.0,106.0,54251.0,False,False,False,False,0,1,0
112,Delhi,Kotla Firoz Shah,2022-23,3,119053.0,648.0,119701.0,False,False,False,False,0,0,1
112,Delhi,Kotla Firoz Shah,2023-24,4,125734.0,922.0,126656.0,False,False,False,False,0,0,1
112,Delhi,Kotla Firoz Shah,2024-25,5,105840.0,893.0,106733.0,False,False,False,False,0,0,1
127,Jodhpur,Kumbhalgarh Fort,2019-20,0,495276.0,11208.0,506484.0,False,False,False,False,0,0,0
127,Jodhpur,Kumbhalgarh Fort,2020-21,1,203050.0,208.0,203258.0,False,False,False,False,1,0,0
127,Jodhpur,Kumbhalgarh Fort,2021-22,2,324707.0,257.0,324964.0,False,False,False,False,0,1,0
127,Jodhpur,Kumbhalgarh Fort,2022-23,3,389625.0,4759.0,394384.0,False,False,False,False,0,0,1
127,Jodhpur,Kumbhalgarh Fort,2023-24,4,343183.0,7390.0,350573.0,False,False,False,False,0,0,1
127,Jodhpur,Kumbhalgarh Fort,2024-25,5,378780.0,9342.0,388122.0,False,False,False,False,0,0,1
98,Mumbai,Lohgad Fort,2019-20,0,161651.0,579.0,162230.0,False,False,False,False,0,0,0
98,Mumbai,Lohgad Fort,2020-21,1,31042.0,21.0,31063.0,False,False,False,False,1,0,0
98,Mumbai,Lohgad Fort,2021-22,2,85972.0,59.0,86031.0,False,False,False,False,0,1,0
98,Mumbai,Lohgad Fort,2022-23,3,275845.0,534.0,276379.0,False,False,False,False,0,0,1
98,Mumbai,Lohgad Fort,2023-24,4,136790.0,207.0,136997.0,False,False,False,False,0,0,1
98,Mumbai,Lohgad Fort,2024-25,5,138327.0,323.0,138650.0,False,False,False,False,0,0,1
17,Sarnath,Lord Cornwallis Tomb,2019-20,0,18318.0,85.0,18403.0,False,False,False,False,0,0,0
17,Sarnath,Lord Cornwallis Tomb,2020-21,1,5289.0,9.0,5298.0,False,False,False,False,1,0,0
17,Sarnath,Lord Cornwallis Tomb,2021-22,2,7086.0,14.0,7100.0,False,False,False,False,0,1,0
17,Sarnath,Lord Cornwallis Tomb,2022-23,3,9148.0,90.0,9238.0,False,False,False,False,0,0,1
17,Sarnath,Lord Cornwallis Tomb,2023-24,4,15008.0,125.0,15133.0,False,False,False,False,0,0,1
17,Sarnath,Lord Cornwallis Tomb,2024-25,5,25710.0,113.0,25823.0,False,False,False,False,0,0,1
128,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar Bund and ruins of the marble hammam behind the Ana Sagar Bund,2019-20,0,241299.0,98.0,241397.0,False,False,False,False,0,0,0
128,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar Bund and ruins of the marble hammam behind the Ana Sagar Bund,2020-21,1,131764.0,141.0,131905.0,False,False,False,False,1,0,0
128,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar Bund and ruins of the marble hammam behind the Ana Sagar Bund,2021-22,2,456924.0,23.0,456947.0,False,False,False,False,0,1,0
128,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar Bund and ruins of the marble hammam behind the Ana Sagar Bund,2022-23,3,709581.0,176.0,709757.0,False,False,False,False,0,0,1
128,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar Bund and ruins of the marble hammam behind the Ana Sagar Bund,2023-24,4,547782.0,150.0,547932.0,False,False,False,False,0,0,1
128,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar Bund and ruins of the marble hammam behind the Ana Sagar Bund,2024-25,5,370056.0,152.0,370208.0,False,False,False,False,0,0,1
5,Agra,"Mariam Tomb, Sikandra",2019-20,0,22517.0,414.0,22931.0,False,False,False,False,0,0,0
5,Agra,"Mariam Tomb, Sikandra",2020-21,1,9765.0,31.0,9796.0,False,False,False,False,1,0,0
5,Agra,"Mariam Tomb, Sikandra",2021-22,2,17537.0,98.0,17635.0,False,False,False,False,0,1,0
5,Agra,"Mariam Tomb, Sikandra",2022-23,3,39335.0,338.0,39673.0,False,False,False,False,0,0,1
5,Agra,"Mariam Tomb, Sikandra",2023-24,4,18201.0,162.0,18363.0,False,False,False,False,0,0,1
5,Agra,"Mariam Tomb, Sikandra",2024-25,5,18159.0,203.0,18362.0,False,False,False,False,0,0,1
67,Kolkata,Matcalfe-Hall,2019-20,0,605.0,27.0,632.0,False,False,False,False,0,0,0
67,Kolkata,Matcalfe-Hall,2020-21,1,7818.0,24.0,7842.0,False,False,False,False,1,0,0
67,Kolkata,Matcalfe-Hall,2021-22,2,7812.0,36.0,7848.0,False,False,False,False,0,1,0
67,Kolkata,Matcalfe-Hall,2022-23,3,17800.0,136.0,17936.0,False,False,False,False,0,0,1
67,Kolkata,Matcalfe-Hall,2023-24,4,22639.0,210.0,22849.0,False,False,False,False,0,0,1
67,Kolkata,Matcalfe-Hall,2024-25,5,32280.0,225.0,32505.0,False,False,False,False,0,0,1
24,Thrissur,Mattancherry Palace Museum Kochi,2019-20,0,300465.0,79355.0,379820.0,False,False,False,False,0,0,0
24,Thrissur,Mattancherry Palace Museum Kochi,2020-21,1,23026.0,177.0,23203.0,False,False,False,False,1,0,0
24,Thrissur,Mattancherry Palace Museum Kochi,2021-22,2,65066.0,1118.0,66184.0,False,False,False,False,0,1,0
24,Thrissur,Mattancherry Palace Museum Kochi,2022-23,3,281735.0,28218.0,309953.0,False,False,False,False,0,0,1
24,Thrissur,Mattancherry Palace Museum Kochi,2023-24,4,,,,False,False,False,True,0,0,1
24,Thrissur,Mattancherry Palace Museum Kochi,2024-25,5,,,,False,False,False,True,0,0,1
9,Agra,Mausoleum,2019-20,0,474462.0,12536.0,486998.0,False,False,False,False,0,0,0
9,Agra,Mausoleum,2020-21,1,91185.0,321.0,91506.0,False,False,False,False,1,0,0
9,Agra,Mausoleum,2021-22,2,317653.0,643.0,318296.0,False,False,False,False,0,1,0
9,Agra,Mausoleum,2022-23,3,766014.0,882.0,766896.0,False,False,False,False,0,0,1
9,Agra,Mausoleum,2023-24,4,709754.0,4142.0,713896.0,False,False,False,False,0,0,1
9,Agra,Mausoleum,2024-25,5,578712.0,8218.0,586930.0,False,False,False,False,0,0,1
8,Agra,Mehtab Bagh,2019-20,0,178574.0,62325.0,240899.0,False,False,False,False,0,0,0
8,Agra,Mehtab Bagh,2020-21,1,62652.0,544.0,63196.0,False,False,False,False,1,0,0
8,Agra,Mehtab Bagh,2021-22,2,86213.0,1653.0,87866.0,False,False,False,False,0,1,0
8,Agra,Mehtab Bagh,2022-23,3,111302.0,17079.0,128381.0,False,False,False,False,0,0,1
8,Agra,Mehtab Bagh,2023-24,4,116458.0,24584.0,141042.0,False,False,False,False,0,0,1
8,Agra,Mehtab Bagh,2024-25,5,129153.0,27516.0,156669.0,False,False,False,False,0,0,1
32,Thiruchirapalli,Moovarkoil Kodambalur,2019-20,0,19114.0,46.0,19160.0,False,False,False,False,0,0,0
32,Thiruchirapalli,Moovarkoil Kodambalur,2020-21,1,1476.0,9.0,1485.0,False,False,False,False,1,0,0
32,Thiruchirapalli,Moovarkoil Kodambalur,2021-22,2,829.0,0.0,829.0,False,False,False,False,0,1,0
32,Thiruchirapalli,Moovarkoil Kodambalur,2022-23,3,1874.0,4.0,1878.0,False,False,False,False,0,0,1
32,Thiruchirapalli,Moovarkoil Kodambalur,2023-24,4,2277.0,5.0,2282.0,False,False,False,False,0,0,1
32,Thiruchirapalli,Moovarkoil Kodambalur,2024-25,5,2517.0,14.0,2531.0,False,False,False,False,0,0,1
143,Amaravati,Nagarjuna Konda,2019-20,0,19762.0,35.0,19797.0,False,False,False,False,0,0,0
143,Amaravati,Nagarjuna Konda,2020-21,1,0.0,0.0,0.0,False,False,False,False,1,0,0
143,Amaravati,Nagarjuna Konda,2021-22,2,2611.0,0.0,2611.0,False,False,False,False,0,1,0
143,Amaravati,Nagarjuna Konda,2022-23,3,64591.0,379.0,64970.0,False,False,False,False,0,0,1
143,Amaravati,Nagarjuna Konda,2023-24,4,46969.0,452.0,47421.0,False,False,False,False,0,0,1
143,Amaravati,Nagarjuna Konda,2024-25,5,59130.0,696.0,59826.0,False,False,False,False,0,0,1
35,Thiruchirapalli,"Natural Caven with Inscription Eladipattam, Sittannavasal",2019-20,0,23928.0,645.0,24573.0,False,False,False,False,0,0,0
35,Thiruchirapalli,"Natural Caven with Inscription Eladipattam, Sittannavasal",2020-21,1,2490.0,19.0,2509.0,False,False,False,False,1,0,0
35,Thiruchirapalli,"Natural Caven with Inscription Eladipattam, Sittannavasal",2021-22,2,22800.0,33.0,22833.0,False,False,False,False,0,1,0
35,Thiruchirapalli,"Natural Caven with Inscription Eladipattam, Sittannavasal",2022-23,3,19705.0,51.0,19756.0,False,False,False,False,0,0,1
35,Thiruchirapalli,"Natural Caven with Inscription Eladipattam, Sittannavasal",2023-24,4,20314.0,28.0,20342.0,False,False,False,False,0,0,1
35,Thiruchirapalli,"Natural Caven with Inscription Eladipattam, Sittannavasal",2024-25,5,16744.0,43.0,16787.0,False,False,False,False,0,0,1
19,Sarnath,Observatory of Man Singh,2019-20,0,83059.0,954.0,84013.0,False,False,False,False,0,0,0
19,Sarnath,Observatory of Man Singh,2020-21,1,21379.0,11.0,21390.0,False,False,False,False,1,0,0
19,Sarnath,Observatory of Man Singh,2021-22,2,36267.0,28.0,36295.0,False,False,False,False,0,1,0
19,Sarnath,Observatory of Man Singh,2022-23,3,61542.0,511.0,62053.0,False,False,False,False,0,0,1
19,Sarnath,Observatory of Man Singh,2023-24,4,135280.0,1179.0,136459.0,False,False,False,False,0,0,1
19,Sarnath,Observatory of Man Singh,2024-25,5,85382.0,913.0,86295.0,False,False,False,False,0,0,1
18,Sarnath,Old Fort (Shahi Fort) Jaunpur,2019-20,0,198922.0,114.0,199036.0,False,False,False,False,0,0,0
18,Sarnath,Old Fort (Shahi Fort) Jaunpur,2020-21,1,67163.0,127.0,67290.0,False,False,False,False,1,0,0
18,Sarnath,Old Fort (Shahi Fort) Jaunpur,2021-22,2,123344.0,201.0,123545.0,False,False,False,False,0,1,0
18,Sarnath,Old Fort (Shahi Fort) Jaunpur,2022-23,3,167409.0,343.0,167752.0,False,False,False,False,0,0,1
18,Sarnath,Old Fort (Shahi Fort) Jaunpur,2023-24,4,181562.0,272.0,181834.0,False,False,False,False,0,0,1
18,Sarnath,Old Fort (Shahi Fort) Jaunpur,2024-25,5,150737.0,115.0,150852.0,False,False,False,False,0,0,1
95,Mumbai,"Old Fort, Sholapur",2019-20,0,62238.0,45.0,62283.0,False,False,False,False,0,0,0
95,Mumbai,"Old Fort, Sholapur",2020-21,1,11293.0,1.0,11294.0,False,False,False,False,1,0,0
95,Mumbai,"Old Fort, Sholapur",2021-22,2,5755.0,5.0,5760.0,False,False,False,False,0,1,0
95,Mumbai,"Old Fort, Sholapur",2022-23,3,35485.0,32.0,35517.0,False,False,False,False,0,0,1
95,Mumbai,"Old Fort, Sholapur",2023-24,4,42956.0,28.0,42984.0,False,False,False,False,0,0,1
95,Mumbai,"Old Fort, Sholapur",2024-25,5,,27.0,,False,False,True,True,0,0,1
138,Srinagar,"Palace complex at Ramnagar, Distt. Udhampur",2019-20,0,6610.0,0.0,6610.0,False,False,False,False,0,0,0
138,Srinagar,"Palace complex at Ramnagar, Distt. Udhampur",2020-21,1,2129.0,0.0,2129.0,False,False,False,False,1,0,0
138,Srinagar,"Palace complex at Ramnagar, Distt. Udhampur",2021-22,2,5595.0,0.0,5595.0,False,False,False,False,0,1,0
138,Srinagar,"Palace complex at Ramnagar, Distt. Udhampur",2022-23,3,5584.0,0.0,5584.0,False,False,False,False,0,0,1
138,Srinagar,"Palace complex at Ramnagar, Distt. Udhampur",2023-24,4,6737.0,0.0,6737.0,False,False,False,False,0,0,1
138,Srinagar,"Palace complex at Ramnagar, Distt. Udhampur",2024-25,5,5963.0,0.0,5963.0,False,False,False,False,0,0,1
62,Bangalore,Palace of Tipu Sultan,2019-20,0,256964.0,10719.0,267683.0,False,False,False,False,0,0,0
62,Bangalore,Palace of Tipu Sultan,2020-21,1,38706.0,270.0,38976.0,False,False,False,False,1,0,0
62,Bangalore,Palace of Tipu Sultan,2021-22,2,100193.0,976.0,101169.0,False,False,False,False,0,1,0
62,Bangalore,Palace of Tipu Sultan,2022-23,3,248490.0,7179.0,255669.0,False,False,False,False,0,0,1
62,Bangalore,Palace of Tipu Sultan,2023-24,4,260269.0,11770.0,272039.0,False,False,False,False,0,0,1
62,Bangalore,Palace of Tipu Sultan,2024-25,5,216281.0,13692.0,229973.0,False,False,False,False,0,0,1
84,Aurangabad,"Pandulena Caves, Nasik",2019-20,0,202871.0,1128.0,203999.0,False,False,False,False,0,0,0
84,Aurangabad,"Pandulena Caves, Nasik",2020-21,1,29.0,0.0,29.0,False,False,False,False,1,0,0
84,Aurangabad,"Pandulena Caves, Nasik",2021-22,2,72661.0,221.0,72882.0,False,False,False,False,0,1,0
84,Aurangabad,"Pandulena Caves, Nasik",2022-23,3,170146.0,795.0,170941.0,False,False,False,False,0,0,1
84,Aurangabad,"Pandulena Caves, Nasik",2023-24,4,146016.0,1048.0,147064.0,False,False,False,False,0,0,1
84,Aurangabad,"Pandulena Caves, Nasik",2024-25,5,277313.0,1222.0,278535.0,False,False,False,False,0,0,1
12,Lucknow,Piprahwa & Ganwaria,2019-20,0,38342.0,3098.0,41440.0,False,False,False,False,0,0,0
12,Lucknow,Piprahwa & Ganwaria,2020-21,1,12062.0,3.0,12065.0,False,False,False,False,1,0,0
12,Lucknow,Piprahwa & Ganwaria,2021-22,2,23153.0,101.0,23254.0,False,False,False,False,0,1,0
12,Lucknow,Piprahwa & Ganwaria,2022-23,3,37817.0,5620.0,43437.0,False,False,False,False,0,0,1
12,Lucknow,Piprahwa & Ganwaria,2023-24,4,46824.0,18061.0,64885.0,False,False,False,False,0,0,1
12,Lucknow,Piprahwa & Ganwaria,2024-25,5,38375.0,19317.0,57692.0,False,False,False,False,0,0,1
113,Delhi,Purana Qila,2019-20,0,662300.0,5493.0,667793.0,False,False,False,False,0,0,0
113,Delhi,Purana Qila,2020-21,1,200846.0,936.0,201782.0,False,False,False,False,1,0,0
113,Delhi,Purana Qila,2021-22,2,466334.0,848.0,467182.0,False,False,False,False,0,1,0
113,Delhi,Purana Qila,2022-23,3,598708.0,2445.0,601153.0,False,False,False,False,0,0,1
113,Delhi,Purana Qila,2023-24,4,261483.0,1727.0,263210.0,False,False,False,False,0,0,1
113,Delhi,Purana Qila,2024-25,5,192216.0,1600.0,193816.0,False,False,False,False,0,0,1
108,Delhi,Qutub Minar,2019-20,0,2048146.0,255318.0,2303464.0,False,False,False,False,0,0,0
108,Delhi,Qutub Minar,2020-21,1,476063.0,2849.0,478912.0,False,False,False,False,1,0,0
108,Delhi,Qutub Minar,2021-22,2,1157664.0,8456.0,1166120.0,False,False,False,False,0,1,0
108,Delhi,Qutub Minar,2022-23,3,1767548.0,115247.0,1882795.0,False,False,False,False,0,0,1
108,Delhi,Qutub Minar,2023-24,4,3123643.0,220017.0,3343660.0,False,False,False,False,0,0,1
108,Delhi,Qutub Minar,2024-25,5,3204760.0,220044.0,3424804.0,False,False,False,False,0,0,1
93,Mumbai,Raigad Fort,2019-20,0,218338.0,82.0,218420.0,False,False,False,False,0,0,0
93,Mumbai,Raigad Fort,2020-21,1,76438.0,0.0,76438.0,False,False,False,False,1,0,0
93,Mumbai,Raigad Fort,2021-22,2,172058.0,12.0,172070.0,False,False,False,False,0,1,0
93,Mumbai,Raigad Fort,2022-23,3,297029.0,97.0,297126.0,False,False,False,False,0,0,1
93,Mumbai,Raigad Fort,2023-24,4,219556.0,101.0,219657.0,False,False,False,False,0,0,1
93,Mumbai,Raigad Fort,2024-25,5,340940.0,146.0,341086.0,False,False,False,False,0,0,1
77,Bhubaneswar,Rajarani Temple,2019-20,0,16916.0,506.0,17422.0,False,False,False,False,0,0,0
77,Bhubaneswar,Rajarani Temple,2020-21,1,8237.0,3.0,8240.0,False,False,False,False,1,0,0
77,Bhubaneswar,Rajarani Temple,2021-22,2,12385.0,52.0,12437.0,False,False,False,False,0,1,0
77,Bhubaneswar,Rajarani Temple,2022-23,3,36420.0,644.0,37064.0,False,False,False,False,0,0,1
77,Bhubaneswar,Rajarani Temple,2023-24,4,91333.0,1099.0,92432.0,False,False,False,False,0,0,1
77,Bhubaneswar,Rajarani Temple,2024-25,5,112959.0,1072.0,114031.0,False,False,False,False,0,0,1
7,Agra,Ram Bagh,2019-20,0,84051.0,355.0,84406.0,False,False,False,False,0,0,0
7,Agra,Ram Bagh,2020-21,1,18599.0,54.0,18653.0,False,False,False,False,1,0,0
7,Agra,Ram Bagh,2021-22,2,30965.0,95.0,31060.0,False,False,False,False,0,1,0
7,Agra,Ram Bagh,2022-23,3,67489.0,1841.0,69330.0,False,False,False,False,0,0,1
7,Agra,Ram Bagh,2023-24,4,56792.0,2073.0,58865.0,False,False,False,False,0,0,1
7,Agra,Ram Bagh,2024-25,5,45707.0,546.0,46253.0,False,False,False,False,0,0,1
116,Guwahati,Ranghar Pavillion Jaisagar Ruins,2019-20,0,69063.0,546.0,69609.0,False,False,False,False,0,0,0
116,Guwahati,Ranghar Pavillion Jaisagar Ruins,2020-21,1,33939.0,75.0,34014.0,False,False,False,False,1,0,0
116,Guwahati,Ranghar Pavillion Jaisagar Ruins,2021-22,2,39211.0,22.0,39233.0,False,False,False,False,0,1,0
116,Guwahati,Ranghar Pavillion Jaisagar Ruins,2022-23,3,156804.0,519.0,157323.0,False,False,False,False,0,0,1
116,Guwahati,Ranghar Pavillion Jaisagar Ruins,2023-24,4,163162.0,680.0,163842.0,False,False,False,False,0,0,1
116,Guwahati,Ranghar Pavillion Jaisagar Ruins,2024-25,5,172275.0,796.0,173071.0,False,False,False,False,0,0,1
16,Jhansi,Rani Jhansi Fort,2019-20,0,361294.0,705.0,361999.0,False,False,False,False,0,0,0
16,Jhansi,Rani Jhansi Fort,2020-21,1,174622.0,107.0,174729.0,False,False,False,False,1,0,0
16,Jhansi,Rani Jhansi Fort,2021-22,2,310233.0,58.0,310291.0,False,False,False,False,0,1,0
16,Jhansi,Rani Jhansi Fort,2022-23,3,409822.0,292.0,410114.0,False,False,False,False,0,0,1
16,Jhansi,Rani Jhansi Fort,2023-24,4,470724.0,611.0,471335.0,False,False,False,False,0,0,1
16,Jhansi,Rani Jhansi Fort,2024-25,5,521136.0,625.0,521761.0,False,False,False,False,0,0,1
73,Vadodara,"Rani Ki- Vav, Patan",2019-20,0,337134.0,3816.0,340950.0,False,False,False,False,0,0,0
73,Vadodara,"Rani Ki- Vav, Patan",2020-21,1,96900.0,143.0,97043.0,False,False,False,False,1,0,0
73,Vadodara,"Rani Ki- Vav, Patan",2021-22,2,268628.0,228.0,268856.0,False,False,False,False,0,1,0
73,Vadodara,"Rani Ki- Vav, Patan",2022-23,3,351767.0,2247.0,354014.0,False,False,False,False,0,0,1
73,Vadodara,"Rani Ki- Vav, Patan",2023-24,4,365892.0,3636.0,369528.0,False,False,False,False,0,0,1
73,Vadodara,"Rani Ki- Vav, Patan",2024-25,5,367768.0,3977.0,371745.0,False,False,False,False,0,0,1
15,Jhansi,Rani Lakshmi Bai Mahal,2019-20,0,15954.0,50.0,16004.0,False,False,False,False,0,0,0
15,Jhansi,Rani Lakshmi Bai Mahal,2020-21,1,5712.0,5.0,5717.0,False,False,False,False,1,0,0
15,Jhansi,Rani Lakshmi Bai Mahal,2021-22,2,10836.0,0.0,10836.0,False,False,False,False,0,1,0
15,Jhansi,Rani Lakshmi Bai Mahal,2022-23,3,15470.0,27.0,15497.0,False,False,False,False,0,0,1
15,Jhansi,Rani Lakshmi Bai Mahal,2023-24,4,23082.0,43.0,23125.0,False,False,False,False,0,0,1
15,Jhansi,Rani Lakshmi Bai Mahal,2024-25,5,26359.0,43.0,26402.0,False,False,False,False,0,0,1
106,Delhi,Red Fort,2019-20,0,2200044.0,91364.0,2291408.0,False,False,False,False,0,0,0
106,Delhi,Red Fort,2020-21,1,187380.0,1438.0,188818.0,False,False,False,False,1,0,0
106,Delhi,Red Fort,2021-22,2,1323501.0,5579.0,1329080.0,False,False,False,False,0,1,0
106,Delhi,Red Fort,2022-23,3,2214658.0,49060.0,2263718.0,False,False,False,False,0,0,1
106,Delhi,Red Fort,2023-24,4,2794083.0,84177.0,2878260.0,False,False,False,False,0,0,1
106,Delhi,Red Fort,2024-25,5,2884399.0,79311.0,2963710.0,False,False,False,False,0,0,1
130,Patna,Remains of Patliputra Site of Mauryan Place Kumrahar,2019-20,0,109962.0,207.0,110169.0,False,False,False,False,0,0,0
130,Patna,Remains of Patliputra Site of Mauryan Place Kumrahar,2020-21,1,25834.0,,25834.0,False,True,False,True,1,0,0
130,Patna,Remains of Patliputra Site of Mauryan Place Kumrahar,2021-22,2,81013.0,11.0,81024.0,False,False,False,False,0,1,0
130,Patna,Remains of Patliputra Site of Mauryan Place Kumrahar,2022-23,3,110985.0,178.0,111163.0,False,False,False,False,0,0,1
130,Patna,Remains of Patliputra Site of Mauryan Place Kumrahar,2023-24,4,125570.0,1322.0,126892.0,False,False,False,False,0,0,1
130,Patna,Remains of Patliputra Site of Mauryan Place Kumrahar,2024-25,5,129868.0,1766.0,131634.0,False,False,False,False,0,0,1
11,Lucknow,Residency Buildings,2019-20,0,116348.0,3367.0,119715.0,False,False,False,False,0,0,0
11,Lucknow,Residency Buildings,2020-21,1,57194.0,37.0,57231.0,False,False,False,False,1,0,0
11,Lucknow,Residency Buildings,2021-22,2,111829.0,130.0,111959.0,False,False,False,False,0,1,0
11,Lucknow,Residency Buildings,2022-23,3,152480.0,1789.0,154269.0,False,False,False,False,0,0,1
11,Lucknow,Residency Buildings,2023-24,4,169387.0,3571.0,172958.0,False,False,False,False,0,0,1
11,Lucknow,Residency Buildings,2024-25,5,156542.0,4220.0,160762.0,False,False,False,False,0,0,1
33,Thiruchirapalli,"Rock Cut Jain Temple, Sittanavasal",2019-20,0,31876.0,188.0,32064.0,False,False,False,False,0,0,0
33,Thiruchirapalli,"Rock Cut Jain Temple, Sittanavasal",2020-21,1,41791.0,235.0,42026.0,False,False,False,False,1,0,0
33,Thiruchirapalli,"Rock Cut Jain Temple, Sittanavasal",2021-22,2,44408.0,49.0,44457.0,False,False,False,False,0,1,0
